# Mol_Title	ID	SMILES
ZINC00003015	DUD_ace_D_1	CC(NC(=O)c1ccccc1SC(=O)NC(C)(C)C)C(N)=O
ZINC03930437	DUD_ace_D_1602	CC(CNC(=O)N1CCCN1S(=O)(=O)c1ccc(F)cc1)C(=O)[O-]
ZINC03931937	DUD_ace_D_1603	NC(=O)COc1ccc(CCCC(=O)[O-])cc1-c1ccccc1
ZINC03933549	DUD_ace_D_1604	NC(=O)C1OCCc2c(Cc3ccccc3)n3cccc(OCC(=O)[O-])c3c21
ZINC03933552	DUD_ace_D_1605	NC(=O)C1CCCc2c(Cc3ccccc3)n3cccc(OCC(=O)[O-])c3c21
ZINC03933556	DUD_ace_D_1606	NC(=O)C1OCCCc2c(Cc3ccccc3)n3cccc(OCC(=O)[O-])c3c21
ZINC03933777	DUD_ace_D_1607	N#Cc1ccccc1-c1ccc(CC(NC(=O)C2CCOC2)C(=O)[O-])cc1
ZINC03941360	DUD_ace_D_1608	CC(C)CC(Nc1ccc(F)cc1[N+](=O)[O-])C(=O)NC1CCOC1O
ZINC03941869	DUD_ace_D_1609	NC(=O)C1CCCc2c1c1c(c(F)ccc1OCC(=O)[O-])n2Cc1ccccc1
ZINC03950411	DUD_ace_D_1610	CCc1c(NC(=O)N2CCC(O)C2C(=O)[O-])ccc(C#N)c1C(F)(F)F
ZINC03956832	DUD_ace_D_1611	CS(=O)CCC(NC(=O)Nc1ccccc1Cl)C(=O)[O-]
ZINC03969063	DUD_ace_D_1612	O=C([O-])C1C2C=CC3(CN(CC(O)COc4ccccc4)C(=O)C13)O2
ZINC03969281	DUD_ace_D_1613	O=C([O-])C1C2CCC(O2)C1C(=O)NCc1ccc(F)cc1
ZINC03969864	DUD_ace_D_1614	C=C(C)CC1N(CCc2ccccc2)C(=O)C2C(C(=O)[O-])C3C=CC12O3
ZINC03971806	DUD_ace_D_1615	CC1=C(C)CC(C(=O)NCC(=O)c2ccccc2)C(C(=O)[O-])C1
ZINC03971808	DUD_ace_D_1616	CC1=C(C)CC(C(=O)NCC(=O)c2ccccc2)C(C(=O)[O-])C1
ZINC03971809	DUD_ace_D_1617	CC1=C(C)CC(C(=O)NCC(=O)c2ccccc2)C(C(=O)[O-])C1
ZINC03971811	DUD_ace_D_1618	CC1=C(C)CC(C(=O)NCC(=O)c2ccccc2)C(C(=O)[O-])C1
ZINC03973290	DUD_ace_D_1619	COc1ccc(OC)c(C=C2Oc3cc(OCC(N)=O)ccc3C2=O)c1
ZINC03973842	DUD_ace_D_1620	COc1ccc(C=C2Oc3cc(OCC(N)=O)ccc3C2=O)c(OC)c1
ZINC03974055	DUD_ace_D_1621	COCCNC(=O)CC(=O)NN=Cc1ccc(C(=O)[O-])cc1
ZINC03974547	DUD_ace_D_1622	CC(=O)N1CCC(=NNc2ccc(C(=O)[O-])cc2)CC1
ZINC03977019	DUD_ace_D_1623	C=C(NN=C1NC(=O)C(CC(=O)[O-])S1)c1ccc(OC)cc1
ZINC03977186	DUD_ace_D_1624	CCOc1ccc(C=NN=C2NC(=O)C(CC(=O)[O-])S2)cc1
ZINC03979569	DUD_ace_D_1625	CC(=O)NC(C(=O)[O-])C(Cc1ccccc1)(Cc1ccccc1)SN=O
ZINC03980765	DUD_ace_D_1626	COc1ccc(N=C2SC(C(N)=O)CC(=O)N2Cc2ccccc2)cc1
ZINC03980771	DUD_ace_D_1627	Cc1cc2nc(SCC(=O)NCC(=O)[O-])[nH]c2cc1C
ZINC03980773	DUD_ace_D_1628	O=C([O-])c1cccnc1SCC(=O)NCc1ccco1
ZINC03981506	DUD_ace_D_1629	COc1nsc(NC(CC(C)C)C(=O)N2CCCC2C(=O)[O-])n1
ZINC03982879	DUD_ace_D_1630	COc1ccc(C=C2Oc3cc(OCC(N)=O)ccc3C2=O)cc1OC
ZINC03982949	DUD_ace_D_1631	CC(C)N(Cc1nc(C(=O)[O-])cs1)C(=O)Nc1ccc(Cl)cc1
ZINC03982950	DUD_ace_D_1632	CC(C)N(Cc1nc(C(=O)[O-])cs1)C(=O)Nc1cccc(Cl)c1
ZINC03982951	DUD_ace_D_1633	CC(C)c1ccc(NC(=O)N(Cc2nc(C(=O)[O-])cs2)C(C)C)cc1
ZINC03983052	DUD_ace_D_1634	CC(C)(C)N(CC(O)c1ccc([N+](=O)[O-])cc1)C(=O)C1C2C=CC(C2)C1C(=O)[O-]
ZINC03983493	DUD_ace_D_1635	O=C([O-])CC1(CC(=O)NCc2cc(F)cc3c2OCOC3)CCCCC1
ZINC03983542	DUD_ace_D_1636	O=C([O-])CSCC(=O)N1CCN(C(=O)c2ccc(Cl)cc2)CC1
ZINC03983636	DUD_ace_D_1637	O=C([O-])COCC(=O)N1CCc2c3ccccc3[nH]c2C1C(F)(F)F
ZINC03983668	DUD_ace_D_1638	O=C([O-])C1C2C=CC(O2)C1C(=O)NCc1ccccc1Br
ZINC03983676	DUD_ace_D_1639	O=C([O-])C1C2CCC(O2)C1C(=O)NCc1ccccc1Br
ZINC03985253	DUD_ace_D_1640	CC(C)CC(C(=O)NC(C(=O)[O-])C(C)O)n1c(=O)[nH]c2ccccc2c1=O
ZINC03985274	DUD_ace_D_1641	CC(C)CC(C(=O)NC(CO)C(=O)[O-])n1c(=O)[nH]c2ccccc2c1=O
ZINC03985310	DUD_ace_D_1642	CC1(C)SC2c3ccccc3C(=O)N2C1C(=O)NC(CS)C(=O)[O-]
ZINC03992177	DUD_ace_D_1643	COc1ccc(CNC(=O)CSc2nnc(C)c(=O)[nH]2)cc1
ZINC03992177	DUD_ace_D_1644	COc1ccc(CNC(=O)CSc2nnc(C)c(O)n2)cc1
ZINC03992177	DUD_ace_D_1645	COc1ccc(CNC(=O)CSc2nc(=O)c(C)n[nH]2)cc1
ZINC03992699	DUD_ace_D_1646	O=C([O-])CCNC(=O)CC1SC(=NN=Cc2ccco2)NC1=O
ZINC03994815	DUD_ace_D_1647	CC(=O)NC(C)C(=O)SC(Cc1ccc2oc3ccccc3c2c1)C(=O)[O-]
ZINC04000254	DUD_ace_D_1648	CC(NC(=O)C(C)NC(=O)c1cc2cc(Cl)ccc2n1C)C(=O)[O-]
ZINC04000375	DUD_ace_D_1649	CC(NC(=O)c1cc2cc(Cl)ccc2n1C)C(=O)NCC(=O)[O-]
ZINC04000422	DUD_ace_D_1650	Cc1ccc2c(cc(C(=O)NC(C)C(=O)NCC(=O)[O-])n2C)c1
ZINC04001235	DUD_ace_D_1651	COc1ccc(CN2CC34C=CC(O3)C(C(=O)[O-])C4C2=O)c(OC)c1
ZINC04001482	DUD_ace_D_1652	O=C([O-])CCC(=O)N1CCC(C(=O)c2cccc(Cl)c2)CC1
ZINC04020403	DUD_ace_D_1653	CCCCCc1nnc(NC(=O)Nc2ccc([N+](=O)[O-])cc2)s1
ZINC04024254	DUD_ace_D_1654	O=C([O-])CCCCCNC(=O)COc1ccc2ccc(=O)oc2c1
ZINC04026671	DUD_ace_D_1655	Cc1cc(=O)oc2cc(OC(C)C(=O)NCC(=O)[O-])ccc12
ZINC04033760	DUD_ace_D_1656	Cc1csc2nc(CNC(=O)C3CC=CCC3C(=O)[O-])cn12
ZINC04033760	DUD_ace_D_1657	Cc1csc2[nH+]c(CNC(=O)C3CC=CCC3C(=O)[O-])cn12
ZINC04038182	DUD_ace_D_1658	CCCc1cc(=O)oc2cc(C)cc(OC(C)C(=O)NCC(=O)[O-])c12
ZINC04045057	DUD_ace_D_1659	CSCCC(NC(=O)Nc1ccc2c(c1)OCCO2)C(=O)[O-]
ZINC04065159	DUD_ace_D_1660	CCC(=O)NCCc1c2cc(OC)ccc2[nH]c1C(=O)[O-]
ZINC04066922	DUD_ace_D_1661	Cc1c(Br)c([N+](=O)[O-])nn1CC(=O)NCCCn1ccnc1
ZINC04066922	DUD_ace_D_1662	Cc1c(Br)c([N+](=O)[O-])nn1CC(=O)NCCCn1cc[nH+]c1
ZINC04083222	DUD_ace_D_1663	COc1ccc(CN(Cc2ccncc2)C(=O)CCC(=O)[O-])cc1
ZINC04084228	DUD_ace_D_1664	CC(NC(=O)C1N2C(=O)c3ccccc3C2SC1(C)C)C(=O)[O-]
ZINC04084348	DUD_ace_D_1665	CC(C)C(NC(=O)C1CSC2c3ccccc3C(=O)N12)C(=O)[O-]
ZINC04084520	DUD_ace_D_1666	CSCCC(NC(=O)C1N2C(=O)c3ccccc3C2SC1(C)C)C(=O)[O-]
ZINC04084655	DUD_ace_D_1667	CC(NC(=O)C1CSC2c3ccccc3C(=O)N12)C(=O)[O-]
ZINC04085256	DUD_ace_D_1668	CC(O)C(NC(=O)C1N2C(=O)c3ccccc3C2SC1(C)C)C(=O)[O-]
ZINC04085354	DUD_ace_D_1669	CC(O)C(NC(=O)C1CSC2c3ccccc3C(=O)N12)C(=O)[O-]
ZINC04088830	DUD_ace_D_1670	CSCCC(NC(=O)Nc1ccc2oc(=O)ccc2c1)C(=O)[O-]
ZINC04090204	DUD_ace_D_1671	CC(C)C(NC(=O)CCN1C(=O)C2Cc3ccccc3CN2C1=O)C(=O)[O-]
ZINC04090313	DUD_ace_D_1672	CC(NC(=O)CCN1C(=O)C2Cc3ccccc3CN2C1=O)C(=O)[O-]
ZINC04090585	DUD_ace_D_1673	O=C([O-])C1CC(O)CN1C(=O)CCc1c[nH]c2ccccc12
ZINC04093025	DUD_ace_D_1674	O=C([O-])CCC(=O)N(Cc1cccnc1)Cc1cccc(F)c1
ZINC04099170	DUD_ace_D_1675	CNc1nc2c(s1)c(C)c(OS(=O)(=O)[O-])c(C)c2Cc1cccnc1
ZINC04101653	DUD_ace_D_1676	COc1ccc(-c2nnc3ccc(SCC(N)=O)nn32)cc1OC
ZINC04107593	DUD_ace_D_1677	CCOc1ccc(S(=O)(=O)NCc2cccs2)cc1C(=O)[O-]
ZINC04108108	DUD_ace_D_1678	CC1Cc2nc(SCC(N)=O)n(Cc3ccccc3)c(=O)c2S1
ZINC04111764	DUD_ace_D_1679	CCCCN(CC)C(=O)Cc1c2cc(Cl)ccc2[nH]c1C(=O)[O-]
ZINC04118051	DUD_ace_D_1680	O=C([O-])CNC(=O)Cn1cnc2sc3c(c2c1=O)CCCC3
ZINC04118059	DUD_ace_D_1681	O=C([O-])CCCNC(=O)Cn1cnc2sc3c(c2c1=O)CCCC3
ZINC04118070	DUD_ace_D_1682	Cc1sc2ncn(CC(=O)NCCCC(=O)[O-])c(=O)c2c1C
ZINC04135122	DUD_ace_D_1683	O=C([O-])CCCNC(=O)C1(S(=O)(=O)c2ccccc2)CCCC1
ZINC04138649	DUD_ace_D_1684	COCCn1c(SCC(N)=O)nnc1-c1c[nH]c2ccccc21
ZINC04143752	DUD_ace_D_1685	CC(C)CCNC(=O)Cc1c2cc(Cl)ccc2[nH]c1C(=O)[O-]
ZINC04162189	DUD_ace_D_1686	Cc1nnc(SCC(=O)N(Cc2ccccc2)C(C)(C)C)[nH]c1=O
ZINC04162189	DUD_ace_D_1687	Cc1n[nH]c(SCC(=O)N(Cc2ccccc2)C(C)(C)C)nc1=O
ZINC04162189	DUD_ace_D_1688	Cc1nnc(SCC(=O)N(Cc2ccccc2)C(C)(C)C)nc1O
ZINC04165053	DUD_ace_D_1689	CCOc1ccc(-c2nnc3ccc(SCC(N)=O)nn32)cc1
ZINC04167051	DUD_ace_D_1690	O=C([O-])C1CCCCC1C(=O)NCCc1csc(-c2cccnc2)n1
ZINC04167058	DUD_ace_D_1691	O=C([O-])CCC(=O)NCCc1csc(-c2cccnc2)n1
ZINC04167059	DUD_ace_D_1692	O=C([O-])C1CC=CCC1C(=O)NCCc1csc(-c2cccnc2)n1
ZINC04167130	DUD_ace_D_1693	COc1ccc(-c2nc(CCNC(=O)CCC(=O)[O-])cs2)cc1OC
ZINC04177062	DUD_ace_D_1694	COc1ccc(C=C2SC(=S)N(C(CC(N)=O)C(=O)[O-])C2=O)c(OC)c1
ZINC04181541	DUD_ace_D_1695	CC(C)=C1C2C=CC1C(C(=O)NCc1cccnc1)C2C(=O)[O-]
ZINC04181805	DUD_ace_D_1696	COc1cc(C2SCC(=O)N2Cc2ccco2)cc([N+](=O)[O-])c1[O-]
ZINC04193598	DUD_ace_D_1697	Cc1ccc(C#N)c(SCC(=O)NCc2ccc(C(=O)[O-])cc2)n1
ZINC04194821	DUD_ace_D_1698	CC(=O)C(C(=O)Nc1ccccc1)C1(C(C#N)C(N)=O)CCCC1
ZINC04196148	DUD_ace_D_1699	O=C([O-])C1CCCCC1C(=O)NCCc1c[nH]c2ccccc12
ZINC04198226	DUD_ace_D_1700	CCCn1c(=O)[nH]nc1SCC(=O)NC(=O)NCc1ccco1
ZINC04212073	DUD_ace_D_1701	CC(=O)NC(CSCC(C)C(=O)c1ccccc1)C(=O)[O-]
ZINC04215281	DUD_ace_D_1702	CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)Cc3ccsc3)C2SC1
ZINC04217434	DUD_ace_D_1703	CC(=O)NC(CSC(=O)c1ccccc1O)C(=O)[O-]
ZINC04221170	DUD_ace_D_1704	CCCn1c2ccccc2nc1SCC(=O)OC(C)C(N)=O
ZINC04227858	DUD_ace_D_1705	O=C([O-])C=Cc1ccc(OCC(=O)N2CCCCC2)cc1
ZINC04228923	DUD_ace_D_1706	O=C([O-])CC1(CC(=O)NCCc2c[nH]c3ccccc23)CCCC1
ZINC04228925	DUD_ace_D_1707	O=C([O-])CC1(CC(=O)NCc2ccccn2)CCCC1
ZINC04236332	DUD_ace_D_1708	O=C([O-])CSCC(=O)NC1COC2C(OCc3ccccc3)COC12
ZINC04237152	DUD_ace_D_1709	O=C([O-])CCC(=O)N1CC2CC(C1)c1ccc(-c3cccs3)c(=O)n1C2
ZINC04237886	DUD_ace_D_1710	CSc1ccc(C2C(C(=O)[O-])CC(=O)N2Cc2ccccc2)cc1
ZINC04237887	DUD_ace_D_1711	CCOc1ccc(C2C(C(=O)[O-])CC(=O)N2Cc2ccccc2)cc1
ZINC04239613	DUD_ace_D_1712	COCCN(Cc1nc(C(=O)[O-])cs1)C(=O)Nc1cccc(Cl)c1
ZINC04246234	DUD_ace_D_1713	COCCNC(=O)COC(=O)c1cc(Br)ccc1N
ZINC04246397	DUD_ace_D_1714	Nc1ccc(Br)cc1C(=O)OCC(=O)NCC1CCCO1
ZINC04248452	DUD_ace_D_1715	Cc1ccn2cc(CCNC(=O)C3CC=CCC3C(=O)[O-])nc2c1
ZINC04248535	DUD_ace_D_1716	O=C([O-])CCC(=O)NCCc1cn2ccsc2n1
ZINC04248541	DUD_ace_D_1717	Cc1csc2nc(CCNC(=O)CCC(=O)[O-])cn12
ZINC04249002	DUD_ace_D_1718	Cc1nnc(SCC(=O)NCc2ccccc2)[nH]c1=O
ZINC04249002	DUD_ace_D_1719	Cc1n[nH]c(SCC(=O)NCc2ccccc2)nc1=O
ZINC04249002	DUD_ace_D_1720	Cc1nnc(SCC(=O)NCc2ccccc2)nc1O
ZINC04260750	DUD_ace_D_1721	O=C([O-])CCC(=O)N1CCC2NC(=O)N(Cc3ccccc3)C(=O)C21
ZINC04260752	DUD_ace_D_1722	CC(C)(CC(=O)[O-])CC(=O)N1CCC2NC(=O)N(Cc3ccccc3)C(=O)C21
ZINC04260809	DUD_ace_D_1723	CC(C)(CC(=O)[O-])CC(=O)N1CCC2NC(=O)N(c3ccc(F)cc3)C(=O)C21
ZINC04262525	DUD_ace_D_1724	CCN1CCN(C(=O)NC(C(=O)[O-])c2ccccc2)C(=O)C1=O
ZINC04268820	DUD_ace_D_1725	Cc1ccc(Cn2nnc3c2ncnc3SCC(N)=O)cc1
ZINC04284484	DUD_ace_D_1726	CC(=O)OC(C(=O)[O-])C(OC(C)=O)C(=O)NCc1ccc(C)cc1
ZINC04288466	DUD_ace_D_1727	COc1ccc(-c2nnc(SC(C(=O)NC(N)=O)C(C)C)o2)cc1
ZINC04297427	DUD_ace_D_1728	Cc1cc(SCC(=O)OC(C)C(N)=O)nc2ccccc12
ZINC04299582	DUD_ace_D_1729	O=C([O-])CCC(=O)NCCNc1ncnc2scc(-c3ccccc3)c21
ZINC04302236	DUD_ace_D_1730	COc1ccc(OC)c(NC(=O)NC(Cc2ccccc2)C(=O)[O-])c1
ZINC04308270	DUD_ace_D_1731	CCC1(CC)NC(=O)N(CC(=O)NC(=O)NCc2ccco2)C1=O
ZINC04314550	DUD_ace_D_1732	O=C(CSc1cc[nH]c(=O)n1)NCc1ccc2c(c1)OCO2
ZINC04314550	DUD_ace_D_1733	O=C(CSc1ccnc(O)n1)NCc1ccc2c(c1)OCO2
ZINC04314666	DUD_ace_D_1734	Cc1cc(SCC(=O)NCc2ccc3c(c2)OCO3)nc(=O)[nH]1
ZINC04314666	DUD_ace_D_1735	Cc1cc(SCC(=O)NCc2ccc3c(c2)OCO3)nc(O)n1
ZINC04314743	DUD_ace_D_1736	COc1ccccc1CNC(=O)CSc1cc(C)[nH]c(=O)n1
ZINC04314743	DUD_ace_D_1737	COc1ccccc1CNC(=O)CSc1cc(C)nc(O)n1
ZINC04316718	DUD_ace_D_1738	CC(=O)C(Sc1nnc(NC(=O)Nc2ccccc2)s1)=C(C)O
ZINC04316718	DUD_ace_D_1739	CC(=O)C(Sc1nnc(NC(=O)Nc2ccccc2)s1)=C(C)O
ZINC04316718	DUD_ace_D_1740	CC(=O)C(Sc1nnc(NC(=O)Nc2ccccc2)s1)C(C)=O
ZINC04316859	DUD_ace_D_1741	O=C(CSc1nc(=O)[nH]c2c1CCC2)NCc1ccco1
ZINC04316859	DUD_ace_D_1742	O=C(CSc1nc(O)nc2c1CCC2)NCc1ccco1
ZINC04317041	DUD_ace_D_1743	O=C(CSc1nc(=O)[nH]c2c1CCCC2)NCc1ccco1
ZINC04317041	DUD_ace_D_1744	O=C(CSc1nc(O)nc2c1CCCC2)NCc1ccco1
ZINC04318666	DUD_ace_D_1745	Cc1noc(C)c1CSc1ccccc1C(=O)OCC(N)=O
ZINC04324667	DUD_ace_D_1746	O=C([O-])COCC(=O)N(Cc1cccs1)Cc1ccccc1
ZINC04324762	DUD_ace_D_1747	CC(C)(CC(=O)[O-])CC(=O)NCc1ccc2c(c1)OCO2
ZINC04324763	DUD_ace_D_1748	O=C([O-])CSCC(=O)NCc1ccc2c(c1)OCO2
ZINC04324767	DUD_ace_D_1749	O=C([O-])CSCC(=O)NC1Cc2ccccc2C1
ZINC04325161	DUD_ace_D_1750	O=C(CSc1ccccc1C(=O)[O-])NCc1ccc2c(c1)OCO2
ZINC04325188	DUD_ace_D_1751	O=C([O-])CSCC(=O)NC1CCCc2ccccc21
ZINC04325335	DUD_ace_D_1752	N#CCCN(Cc1ccccc1)C(=O)CSCC(=O)[O-]
ZINC04327940	DUD_ace_D_1753	CC1CCCC(C(=O)[O-])N1C(=O)CCSC(=O)c1ccccc1
ZINC04327945	DUD_ace_D_1754	CC1CCCC(C(=O)[O-])N1C(=O)CCSC(=O)c1ccccc1
ZINC04332784	DUD_ace_D_1755	N#CCCN(Cc1cccs1)C(=O)CSCC(=O)[O-]
ZINC04334702	DUD_ace_D_1756	O=C([O-])CCC(=O)NCC(=O)c1ccc(OC(F)F)cc1
ZINC04334716	DUD_ace_D_1757	O=C([O-])CSCC(=O)NCC1COc2ccccc2O1
ZINC04337125	DUD_ace_D_1758	O=C([O-])CC(C(=O)NCc1ccccc1)C1CCCO1
ZINC04341407	DUD_ace_D_1759	CC(C1CC1)N(CC(F)(F)F)C(=O)COc1ccccc1C(N)=O
ZINC04343503	DUD_ace_D_1760	O=C([O-])c1ccccc1SCC(=O)NC1CCCCC1
ZINC04343607	DUD_ace_D_1761	CCOC(=O)CNC(=O)CSc1nc2ccccc2c(=O)[nH]1
ZINC04343607	DUD_ace_D_1762	CCOC(=O)CNC(=O)CSc1nc(=O)c2ccccc2[nH]1
ZINC04343607	DUD_ace_D_1763	CCOC(=O)CNC(=O)CSc1nc(O)c2ccccc2n1
ZINC04355340	DUD_ace_D_1764	Cc1cc2nnc(SCC(=O)NCc3cccs3)n2c(N)n1
ZINC04361123	DUD_ace_D_1765	CC1(C)NC(=O)N(CC(=O)OCC(=O)NCc2cccs2)C1=O
ZINC04377656	DUD_ace_D_1766	CC(C)(CC(=O)[O-])CC(=O)NCc1csc2ccccc12
ZINC04377667	DUD_ace_D_1767	O=C([O-])C1C2C=CC(O2)C1C(=O)NCc1cccc(Cl)c1
ZINC04388508	DUD_ace_D_1768	Cc1cc(NC(=O)CCCC(=O)NCc2cccs2)no1
ZINC04390079	DUD_ace_D_1769	O=C([O-])CSCC(=O)N(Cc1cccs1)Cc1ccccc1
ZINC04398806	DUD_ace_D_1770	O=C([O-])c1ccccc1SCC(=O)NCCc1ccccc1
ZINC04414039	DUD_ace_D_1771	COCCNC(=O)COC(=O)c1cc(O)c2ccccc2c1O
ZINC04414286	DUD_ace_D_1772	Nc1nc(SCC(=O)NC23CC4CC(CC(C4)C2)C3)ncc1C(=O)[O-]
ZINC04414910	DUD_ace_D_1773	Cn1cccc1C(=O)OCC(=O)NCCN1C(=O)CSC1=O
ZINC04443686	DUD_ace_D_1774	O=C(CN1C(=O)SC(=Cc2ccc(O)c(O)c2)C1=O)N1CCCC1
ZINC04464340	DUD_ace_D_1775	O=C([O-])CNC(=O)CN1C(=O)SC(=CC=Cc2ccccc2)C1=O
ZINC04465179	DUD_ace_D_1776	Cc1ccc2[nH]c(=NC(=O)CCC(=O)NCCO)sc2c1
ZINC04465367	DUD_ace_D_1777	CC(NC(=O)CC1SC(=NN=Cc2ccco2)NC1=O)C(=O)[O-]
ZINC04465638	DUD_ace_D_1778	Cc1nn(Cc2ccc(C)cc2)c(Cl)c1C=CC(=O)OCC(N)=O
ZINC04465690	DUD_ace_D_1779	COc1cccc(Cn2nc(C)c(C=CC(=O)OCC(N)=O)c2Cl)c1
ZINC04466293	DUD_ace_D_1780	O=C([O-])C1C2C=CC(O2)C1C(=O)NC1CCCc2ccccc21
ZINC04494162	DUD_ace_D_1781	NC(=O)CSc1nnc(-c2ccc(F)cc2)n1CC1CCCO1
ZINC04509852	DUD_ace_D_1782	CCCCn1c2nnc(SC(C)C(N)=O)n2c2ccccc2c1=O
ZINC04511141	DUD_ace_D_1783	Cc1cc(C)nc(SNCC(=O)c2ccccc2C(=O)[O-])n1
ZINC04607979	DUD_ace_D_1784	Cc1ccc(NC(=O)CN(C)C(=O)Cn2ccsc2=N)cc1
ZINC04620264	DUD_ace_D_1785	CSCn1c2ccccc2nc1C(O)C1C(=O)N2C1SC(C)(C)C2C(=O)[O-]
ZINC04620267	DUD_ace_D_1786	C=CCn1c2ccccc2nc1C(O)C1C(=O)N2C1SC(C)(C)C2C(=O)[O-]
ZINC04620271	DUD_ace_D_1787	CC1(C)SC2C(C(O)c3nc4ccccc4n3C3CC3)C(=O)N2C1C(=O)[O-]
ZINC04620274	DUD_ace_D_1788	COCn1c2ccccc2nc1C(O)C1C(=O)N2C1SC(C)(C)C2C(=O)[O-]
ZINC04620278	DUD_ace_D_1789	C#CCn1c2ccccc2nc1C(O)C1C(=O)N2C1SC(C)(C)C2C(=O)[O-]
ZINC04620282	DUD_ace_D_1790	CC1(C)SC2C(C(O)c3nc4cccc5c4n3CC=C5)C(=O)N2C1C(=O)[O-]
ZINC04620284	DUD_ace_D_1791	CC1(C)SC2C(C(O)c3nc4ccccc4n3CCF)C(=O)N2C1C(=O)[O-]
ZINC04628223	DUD_ace_D_1792	O=C([O-])C1CCCN1C(=O)CCSSc1ccccn1
ZINC04628281	DUD_ace_D_1793	CC(=O)N1CC2CC(C=Cc3cccnc3)=C(C(=O)[O-])N3C(=O)C1C23
ZINC04632848	DUD_ace_D_1794	Cc1ccc(S(=O)(=O)NC(=O)NC(Cc2c[nH]cn2)C(=O)[O-])cc1
ZINC04633907	DUD_ace_D_1795	CCC(CC)CC(NC(C)=O)C1C=C(C(=O)[O-])CC1c1ncc[nH]1
ZINC04641279	DUD_ace_D_1796	O=C(NCCN1C(=O)SC(=Cc2cccnc2)C1=O)C1CCC1
